id  front  fgtId1  fgtId2  fgtId3  fgtId4  fgtId5  P1  P2  P3  P4  P5  P6  
2677  10  1003  1004  1014  1017  1018  3  4  8  14  17  18  
2678  1  1001  1003  1011  1012  1015  1  3  6  11  12  15  
2679  1  1002  1005  1011  1015  1018  2  5  10  11  15  18  
2680  4  1005  1006  1012  1016  1017  5  6  9  12  16  17  
2681  6  1001  1005  1011  1014  1017  1  5  9  11  14  17  
2682  5  1002  1004  1013  1014  1018  2  4  7  13  14  18  
2683  7  1003  1004  1015  1016  1017  3  4  10  15  16  17  
2684  4  1002  1003  1013  1017  1018  2  3  5  13  17  18  
2685  10  1003  1005  1014  1015  1017  3  5  9  14  15  17  
2686  5  1001  1002  1012  1017  1018  1  2  6  12  17  18  
2687  4  1001  1003  1012  1017  1018  1  3  10  12  17  18  
2688  5  1003  1004  1011  1014  1016  3  4  7  11  14  16  
2689  9  1001  1004  1011  1017  1018  1  4  10  11  17  18  
2690  10  1001  1005  1011  1013  1014  1  5  9  11  13  14  
2691  8  1002  1004  1012  1014  1016  2  4  6  12  14  16  
2692  1  1003  1005  1011  1014  1015  3  5  9  11  14  15  
2693  6  1001  1002  1013  1017  1018  1  2  6  13  17  18  
2694  6  1001  1003  1011  1013  1015  1  3  5  11  13  15  
2695  2  1002  1003  1011  1016  1017  2  3  10  11  16  17  
2696  9  1002  1006  1011  1012  1017  2  6  9  11  12  17  
2697  7  1001  1002  1012  1017  1018  1  2  9  12  17  18  
2698  6  1001  1007  1011  1012  1015  1  7  8  11  12  15  
2699  10  1002  1004  1011  1012  1013  2  4  9  11  12  13  
2700  4  1002  1003  1013  1016  1017  2  3  8  13  16  17  
2701  8  1001  1004  1011  1013  1014  1  4  9  11  13  14  
2702  9  1004  1007  1012  1016  1017  4  7  9  12  16  17  
2703  8  1001  1006  1015  1017  1018  1  6  10  15  17  18  
2704  1  1002  1007  1011  1015  1017  2  7  10  11  15  17  
2705  7  1001  1003  1011  1014  1018  1  3  8  11  14  18  
2706  9  1001  1004  1013  1017  1018  1  4  7  13  17  18  
2707  2  1001  1002  1013  1015  1017  1  2  10  13  15  17  
2708  1  1001  1004  1011  1012  1017  1  4  7  11  12  17  
2709  1  1001  1002  1011  1012  1013  1  2  3  11  12  13  
2710  7  1002  1007  1012  1014  1018  2  7  8  12  14  18  
2711  6  1001  1002  1016  1017  1018  1  2  5  16  17  18  
2712  2  1003  1004  1011  1013  1017  3  4  5  11  13  17  
2713  8  1001  1005  1014  1015  1017  1  5  10  14  15  17  
2714  5  1001  1002  1013  1016  1018  1  2  5  13  16  18  
2715  7  1002  1003  1012  1014  1018  2  3  9  12  14  18  
2716  4  1002  1004  1013  1015  1016  2  4  10  13  15  16  
2717  10  1001  1002  1011  1012  1013  1  2  3  11  12  13  
2718  3  1001  1005  1013  1015  1017  1  5  9  13  15  17  
2719  1  1002  1003  1014  1015  1016  2  3  6  14  15  16  
2720  4  1001  1002  1011  1012  1013  1  2  3  11  12  13  
2721  7  1005  1006  1011  1017  1018  5  6  9  11  17  18  
2722  4  1001  1002  1011  1014  1018  1  2  10  11  14  18  
2723  4  1001  1004  1013  1017  1018  1  4  6  13  17  18  
2724  8  1005  1006  1015  1017  1018  5  6  7  15  17  18  
2725  5  1005  1007  1014  1017  1018  5  7  8  14  17  18  
2726  5  1001  1005  1012  1015  1018  1  5  7  12  15  18  
2727  6  1006  1007  1012  1014  1016  6  7  9  12  14  16  
2728  9  1001  1006  1015  1016  1017  1  6  9  15  16  17  
2729  7  1001  1002  1012  1015  1017  1  2  7  12  15  17  
2730  4  1002  1003  1011  1012  1016  2  3  9  11  12  16  
2731  3  1001  1003  1011  1013  1015  1  3  9  11  13  15  
2732  9  1001  1002  1015  1017  1018  1  2  9  15  17  18  
2733  5  1002  1003  1013  1017  1018  2  3  7  13  17  18  
2734  4  1001  1002  1012  1015  1017  1  2  3  12  15  17  
2735  10  1003  1006  1011  1015  1016  3  6  10  11  15  16  
2736  8  1002  1005  1013  1016  1018  2  5  10  13  16  18  
2737  8  1002  1004  1011  1013  1015  2  4  8  11  13  15  
2738  6  1002  1003  1015  1016  1017  2  3  9  15  16  17  
2739  1  1002  1006  1011  1012  1016  2  6  10  11  12  16  
2740  10  1002  1007  1012  1015  1018  2  7  9  12  15  18  
2741  4  1001  1002  1011  1013  1015  1  2  3  11  13  15  
2742  6  1002  1007  1012  1017  1018  2  7  10  12  17  18  
2743  5  1001  1002  1011  1012  1018  1  2  10  11  12  18  
2744  2  1001  1004  1012  1014  1018  1  4  6  12  14  18  
2745  4  1001  1005  1016  1017  1018  1  5  9  16  17  18  
2746  1  1002  1005  1014  1017  1018  2  5  7  14  17  18  
2747  4  1005  1006  1012  1016  1018  5  6  9  12  16  18  
2748  6  1003  1005  1011  1015  1018  3  5  7  11  15  18  
2749  7  1003  1006  1011  1013  1015  3  6  9  11  13  15  
2750  9  1002  1003  1013  1017  1018  2  3  8  13  17  18  
2751  5  1001  1006  1014  1016  1018  1  6  9  14  16  18  
2752  4  1001  1003  1013  1014  1018  1  3  7  13  14  18  
2753  5  1001  1007  1013  1016  1017  1  7  10  13  16  17  
2754  1  1002  1006  1015  1017  1018  2  6  10  15  17  18  
2755  2  1001  1005  1015  1017  1018  1  5  7  15  17  18  
2756  6  1003  1007  1013  1015  1016  3  7  8  13  15  16  
2757  5  1003  1004  1011  1015  1018  3  4  6  11  15  18  
2758  6  1001  1002  1011  1017  1018  1  2  8  11  17  18  
2759  9  1001  1007  1011  1012  1014  1  7  10  11  12  14  
2760  6  1001  1006  1012  1016  1017  1  6  10  12  16  17  
2761  5  1005  1007  1011  1014  1018  5  7  8  11  14  18  
2762  1  1002  1007  1015  1017  1018  2  7  10  15  17  18  
2763  10  1001  1002  1013  1014  1016  1  2  3  13  14  16  
2764  5  1001  1004  1011  1012  1013  1  4  6  11  12  13  
2765  4  1001  1002  1012  1013  1017  1  2  4  12  13  17  
2766  9  1001  1004  1011  1016  1017  1  4  9  11  16  17  
2767  6  1002  1004  1011  1012  1016  2  4  7  11  12  16  
2768  9  1002  1003  1013  1014  1017  2  3  4  13  14  17  
2769  3  1006  1007  1011  1013  1016  6  7  9  11  13  16  
2770  10  1001  1007  1012  1013  1014  1  7  9  12  13  14  
2771  6  1005  1006  1015  1017  1018  5  6  10  15  17  18  
2772  4  1006  1007  1011  1012  1014  6  7  9  11  12  14  
2773  10  1001  1004  1011  1013  1018  1  4  10  11  13  18  
2774  4  1001  1002  1011  1016  1017  1  2  5  11  16  17  
2775  2  1002  1003  1012  1013  1016  2  3  5  12  13  16  
2776  9  1001  1004  1012  1015  1018  1  4  9  12  15  18  
2777  9  1006  1007  1012  1015  1018  6  7  9  12  15  18  
2778  5  1001  1003  1015  1017  1018  1  3  9  15  17  18  
2779  7  1006  1007  1012  1016  1018  6  7  9  12  16  18  
2780  2  1001  1006  1014  1017  1018  1  6  8  14  17  18  
2781  2  1001  1003  1011  1012  1015  1  3  7  11  12  15  
2782  4  1001  1002  1011  1014  1016  1  2  5  11  14  16  
2783  2  1001  1002  1011  1014  1016  1  2  6  11  14  16  
2784  10  1003  1006  1011  1014  1018  3  6  9  11  14  18  
2785  10  1001  1004  1012  1013  1014  1  4  5  12  13  14  
2786  2  1002  1003  1011  1016  1018  2  3  10  11  16  18  
2787  7  1001  1007  1011  1016  1018  1  7  9  11  16  18  
2788  9  1001  1005  1014  1015  1017  1  5  9  14  15  17  
2789  9  1005  1007  1011  1013  1017  5  7  9  11  13  17  
2790  2  1002  1006  1013  1014  1016  2  6  7  13  14  16  
2791  2  1003  1005  1011  1012  1014  3  5  7  11  12  14  
2792  10  1002  1006  1012  1013  1014  2  6  7  12  13  14  
2793  5  1002  1004  1011  1013  1014  2  4  5  11  13  14  
2794  8  1004  1007  1015  1016  1018  4  7  10  15  16  18  
2795  3  1006  1007  1013  1017  1018  6  7  8  13  17  18  
2796  6  1003  1004  1011  1014  1017  3  4  6  11  14  17  
2797  3  1002  1004  1012  1016  1018  2  4  9  12  16  18  
2798  9  1001  1005  1012  1016  1017  1  5  10  12  16  17  
2799  3  1002  1003  1015  1017  1018  2  3  4  15  17  18  
2800  9  1001  1002  1012  1013  1015  1  2  3  12  13  15  
2801  9  1001  1004  1012  1013  1014  1  4  9  12  13  14  
2802  4  1005  1006  1012  1015  1018  5  6  9  12  15  18  
2803  10  1002  1006  1011  1012  1016  2  6  8  11  12  16  
2804  10  1002  1007  1011  1014  1015  2  7  9  11  14  15  
2805  10  1001  1002  1012  1016  1017  1  2  4  12  16  17  
2806  4  1001  1007  1012  1013  1017  1  7  9  12  13  17  
2807  8  1003  1004  1011  1012  1013  3  4  7  11  12  13  
2808  2  1004  1006  1015  1017  1018  4  6  7  15  17  18  
2809  5  1004  1005  1011  1012  1016  4  5  6  11  12  16  
2810  5  1001  1006  1011  1012  1014  1  6  9  11  12  14  
2811  10  1002  1006  1011  1017  1018  2  6  8  11  17  18  
2812  3  1002  1004  1016  1017  1018  2  4  10  16  17  18  
2813  6  1001  1002  1011  1012  1016  1  2  4  11  12  16  
2814  6  1001  1004  1011  1012  1016  1  4  9  11  12  16  
2815  3  1001  1003  1011  1014  1016  1  3  10  11  14  16  
2816  3  1001  1006  1012  1013  1018  1  6  10  12  13  18  
2817  6  1002  1007  1013  1016  1018  2  7  10  13  16  18  
2818  10  1002  1005  1011  1013  1014  2  5  7  11  13  14  
2819  6  1001  1003  1012  1013  1016  1  3  10  12  13  16  
2820  6  1001  1002  1013  1015  1016  1  2  3  13  15  16  
2821  10  1005  1006  1011  1012  1018  5  6  8  11  12  18  
2822  4  1001  1004  1011  1012  1017  1  4  6  11  12  17  
2823  3  1001  1005  1015  1016  1017  1  5  6  15  16  17  
2824  2  1001  1002  1016  1017  1018  1  2  6  16  17  18  
2825  5  1001  1003  1011  1012  1015  1  3  6  11  12  15  
2826  5  1001  1002  1011  1013  1014  1  2  5  11  13  14  
2827  8  1003  1004  1012  1013  1015  3  4  5  12  13  15  
2828  10  1001  1003  1011  1013  1014  1  3  5  11  13  14  
2829  9  1002  1004  1011  1012  1016  2  4  7  11  12  16  
2830  8  1003  1004  1015  1017  1018  3  4  5  15  17  18  
2831  6  1004  1007  1012  1013  1015  4  7  9  12  13  15  
2832  7  1003  1005  1011  1012  1013  3  5  9  11  12  13  
2833  1  1001  1002  1012  1015  1017  1  2  7  12  15  17  
2834  10  1001  1002  1011  1016  1017  1  2  4  11  16  17  
2835  9  1002  1004  1012  1014  1017  2  4  7  12  14  17  
2836  6  1002  1003  1011  1014  1017  2  3  8  11  14  17  
2837  6  1005  1007  1011  1016  1017  5  7  8  11  16  17  
2838  3  1004  1007  1011  1013  1016  4  7  10  11  13  16  
2839  1  1003  1004  1011  1012  1015  3  4  8  11  12  15  
2840  7  1001  1003  1012  1014  1015  1  3  10  12  14  15  
2841  8  1001  1002  1014  1016  1018  1  2  9  14  16  18  
2842  8  1002  1003  1011  1013  1017  2  3  8  11  13  17  
2843  9  1006  1007  1013  1016  1017  6  7  10  13  16  17  
2844  8  1003  1004  1011  1014  1015  3  4  10  11  14  15  
2845  10  1001  1003  1014  1017  1018  1  3  10  14  17  18  
2846  7  1003  1007  1013  1016  1017  3  7  10  13  16  17  
2847  10  1001  1006  1014  1015  1016  1  6  8  14  15  16  
2848  6  1002  1005  1014  1016  1017  2  5  10  14  16  17  
2849  7  1001  1002  1015  1016  1018  1  2  7  15  16  18  
2850  5  1002  1005  1012  1014  1017  2  5  8  12  14  17  
2851  2  1005  1006  1011  1014  1018  5  6  7  11  14  18  
2852  8  1005  1006  1011  1013  1014  5  6  9  11  13  14  
2853  2  1003  1005  1011  1017  1018  3  5  7  11  17  18  
2854  9  1001  1005  1014  1015  1016  1  5  7  14  15  16  
2855  2  1001  1002  1012  1014  1018  1  2  6  12  14  18  
2856  4  1003  1004  1011  1015  1018  3  4  5  11  15  18  
2857  3  1003  1007  1016  1017  1018  3  7  8  16  17  18  
2858  7  1001  1007  1011  1012  1015  1  7  10  11  12  15  
2859  8  1004  1007  1012  1017  1018  4  7  9  12  17  18  
2860  1  1003  1006  1015  1016  1017  3  6  10  15  16  17  
2861  1  1002  1005  1016  1017  1018  2  5  9  16  17  18  
2862  9  1002  1004  1014  1017  1018  2  4  5  14  17  18  
2863  5  1002  1006  1016  1017  1018  2  6  8  16  17  18  
2864  4  1001  1006  1011  1013  1017  1  6  9  11  13  17  
2865  10  1002  1007  1011  1012  1018  2  7  8  11  12  18  
2866  5  1006  1007  1012  1013  1017  6  7  8  12  13  17  
2867  3  1001  1002  1012  1013  1015  1  2  8  12  13  15  
2868  2  1001  1006  1013  1015  1017  1  6  7  13  15  17  
2869  8  1003  1004  1011  1012  1013  3  4  6  11  12  13  
2870  2  1001  1004  1014  1016  1018  1  4  5  14  16  18  
2871  5  1001  1002  1013  1016  1018  1  2  9  13  16  18  
2872  6  1005  1006  1011  1015  1018  5  6  9  11  15  18  
2873  9  1002  1003  1011  1012  1018  2  3  8  11  12  18  
2874  4  1001  1007  1012  1015  1016  1  7  10  12  15  16  
2875  10  1002  1006  1011  1012  1015  2  6  10  11  12  15  
2876  3  1002  1004  1011  1012  1014  2  4  10  11  12  14  
2877  1  1001  1003  1012  1015  1016  1  3  4  12  15  16  
2878  2  1003  1005  1011  1012  1013  3  5  8  11  12  13  
2879  4  1002  1003  1015  1016  1018  2  3  8  15  16  18  
2880  10  1001  1002  1011  1015  1016  1  2  7  11  15  16  
2881  8  1002  1003  1011  1012  1015  2  3  7  11  12  15  
2882  3  1002  1005  1014  1015  1018  2  5  8  14  15  18  
2883  1  1001  1002  1015  1017  1018  1  2  5  15  17  18  
2884  2  1001  1007  1011  1013  1015  1  7  10  11  13  15  
2885  7  1001  1003  1011  1012  1014  1  3  6  11  12  14  
2886  5  1001  1004  1011  1012  1017  1  4  6  11  12  17  
2887  5  1002  1004  1015  1016  1018  2  4  6  15  16  18  
2888  8  1002  1005  1011  1014  1015  2  5  9  11  14  15  
2889  7  1003  1005  1011  1012  1018  3  5  10  11  12  18  
2890  7  1003  1007  1012  1014  1016  3  7  10  12  14  16  
2891  8  1002  1006  1012  1013  1016  2  6  8  12  13  16  
2892  1  1004  1005  1012  1014  1018  4  5  8  12  14  18  
2893  3  1003  1005  1011  1014  1017  3  5  10  11  14  17  
2894  9  1001  1006  1011  1016  1017  1  6  9  11  16  17  
2895  9  1003  1004  1011  1014  1018  3  4  10  11  14  18  
2896  2  1005  1006  1013  1016  1017  5  6  9  13  16  17  
2897  3  1002  1005  1011  1015  1017  2  5  8  11  15  17  
2898  4  1002  1003  1011  1012  1017  2  3  6  11  12  17  
2899  5  1004  1007  1011  1015  1017  4  7  10  11  15  17  
2900  4  1002  1003  1015  1017  1018  2  3  5  15  17  18  
2901  7  1001  1002  1011  1014  1015  1  2  9  11  14  15  
2902  7  1001  1003  1012  1016  1018  1  3  10  12  16  18  
2903  4  1001  1007  1013  1015  1018  1  7  10  13  15  18  
2904  7  1002  1004  1013  1016  1017  2  4  7  13  16  17  
2905  3  1002  1003  1012  1014  1017  2  3  10  12  14  17  
2906  8  1004  1005  1011  1015  1018  4  5  6  11  15  18  
2907  1  1001  1002  1012  1013  1017  1  2  9  12  13  17  
2908  5  1005  1006  1014  1015  1016  5  6  7  14  15  16  
2909  3  1001  1002  1014  1017  1018  1  2  3  14  17  18  
2910  6  1003  1006  1011  1014  1015  3  6  8  11  14  15  
2911  6  1001  1002  1013  1014  1015  1  2  8  13  14  15  
2912  8  1002  1003  1012  1013  1017  2  3  7  12  13  17  
2913  5  1002  1004  1013  1016  1018  2  4  10  13  16  18  
2914  3  1004  1007  1015  1016  1018  4  7  9  15  16  18  
2915  7  1002  1003  1011  1017  1018  2  3  10  11  17  18  
2916  2  1001  1005  1014  1016  1017  1  5  10  14  16  17  
2917  6  1001  1003  1013  1014  1018  1  3  7  13  14  18  
2918  6  1004  1005  1011  1013  1017  4  5  7  11  13  17  
2919  6  1001  1003  1011  1012  1013  1  3  6  11  12  13  
2920  6  1004  1005  1012  1017  1018  4  5  6  12  17  18  
2921  6  1004  1007  1011  1012  1018  4  7  10  11  12  18  
2922  5  1001  1002  1014  1016  1018  1  2  10  14  16  18  
2923  2  1004  1007  1011  1012  1014  4  7  8  11  12  14  
2924  2  1001  1003  1012  1013  1014  1  3  10  12  13  14  
2925  3  1001  1002  1011  1012  1017  1  2  8  11  12  17  
2926  4  1002  1005  1012  1015  1017  2  5  10  12  15  17  
2927  5  1001  1005  1013  1014  1018  1  5  8  13  14  18  
2928  10  1004  1006  1013  1017  1018  4  6  8  13  17  18  
2929  2  1004  1006  1013  1014  1015  4  6  8  13  14  15  
2930  5  1001  1005  1013  1017  1018  1  5  7  13  17  18  
2931  8  1003  1004  1013  1014  1018  3  4  8  13  14  18  
2932  4  1001  1002  1012  1013  1014  1  2  8  12  13  14  
2933  8  1003  1005  1013  1017  1018  3  5  9  13  17  18  
2934  8  1001  1002  1014  1017  1018  1  2  8  14  17  18  
2935  3  1005  1006  1011  1013  1015  5  6  10  11  13  15  
2936  4  1001  1003  1012  1014  1018  1  3  6  12  14  18  
2937  8  1001  1005  1012  1013  1015  1  5  6  12  13  15  
2938  4  1001  1002  1013  1017  1018  1  2  9  13  17  18  
2939  5  1001  1006  1011  1017  1018  1  6  8  11  17  18  
2940  6  1003  1004  1013  1014  1015  3  4  6  13  14  15  
2941  9  1002  1005  1011  1012  1017  2  5  7  11  12  17  
2942  9  1002  1004  1011  1016  1018  2  4  8  11  16  18  
2943  6  1004  1006  1015  1017  1018  4  6  7  15  17  18  
2944  6  1005  1007  1011  1014  1016  5  7  10  11  14  16  
2945  8  1003  1006  1014  1015  1017  3  6  9  14  15  17  
2946  2  1002  1003  1014  1017  1018  2  3  9  14  17  18  
2947  7  1003  1004  1014  1015  1017  3  4  10  14  15  17  
2948  7  1002  1004  1013  1015  1017  2  4  10  13  15  17  
2949  9  1001  1003  1011  1013  1015  1  3  7  11  13  15  
2950  6  1001  1004  1013  1015  1018  1  4  6  13  15  18  
2951  9  1001  1002  1016  1017  1018  1  2  10  16  17  18  
2952  8  1003  1004  1011  1016  1017  3  4  6  11  16  17  
2953  7  1003  1007  1014  1015  1016  3  7  8  14  15  16  
2954  6  1003  1004  1013  1014  1015  3  4  10  13  14  15  
2955  9  1001  1002  1015  1017  1018  1  2  7  15  17  18  
2956  2  1001  1002  1012  1013  1015  1  2  6  12  13  15  
2957  7  1001  1002  1012  1017  1018  1  2  7  12  17  18  
2958  2  1001  1002  1012  1013  1018  1  2  7  12  13  18  
2959  7  1001  1002  1011  1013  1018  1  2  7  11  13  18  
2960  4  1003  1004  1014  1017  1018  3  4  6  14  17  18  
2961  6  1003  1004  1013  1014  1016  3  4  7  13  14  16  
2962  10  1001  1005  1013  1015  1016  1  5  7  13  15  16  
2963  3  1003  1004  1012  1013  1014  3  4  9  12  13  14  
2964  10  1003  1007  1013  1014  1016  3  7  9  13  14  16  
2965  1  1001  1004  1011  1012  1015  1  4  5  11  12  15  
2966  6  1002  1005  1011  1015  1017  2  5  10  11  15  17  
2967  2  1003  1006  1013  1017  1018  3  6  7  13  17  18  
2968  9  1002  1004  1011  1015  1018  2  4  5  11  15  18  
2969  9  1006  1007  1011  1012  1013  6  7  10  11  12  13  
2970  8  1005  1006  1012  1016  1017  5  6  10  12  16  17  
2971  3  1001  1003  1015  1017  1018  1  3  5  15  17  18  
2972  8  1002  1006  1012  1017  1018  2  6  7  12  17  18  
2973  4  1001  1004  1013  1017  1018  1  4  9  13  17  18  
2974  5  1004  1006  1011  1017  1018  4  6  9  11  17  18  
2975  3  1001  1002  1012  1014  1015  1  2  3  12  14  15  
2976  4  1001  1004  1013  1014  1017  1  4  7  13  14  17  
2977  8  1001  1003  1012  1013  1014  1  3  6  12  13  14  
